# GENERATED: python -m homm3.vc6.weighted_queue
# Sorted by increasing current score, then decreasing unmatched bytes.
# Unscored rows rank at zero; MAX/history never hide current residuals.
va	size	current	maximum	historical	remaining_bytes	unit	function	state
0x00441fa0	1121	93.31624	93.3162	93.3162	74.92494960000006	army	?WalkTo@army@@QAEEHE@Z	non-exact
0x00416060	247	93.333336	93.3333	93.3333	16.46666008	advmgr	?BVResMsg@advManager@@QAEXPBDHH@Z	non-exact
0x004726b0	305	93.348625	93.3486	93.3486	20.286693750000012	combatwindow	?SendChat@CCombatChatEdit@@UAEXPBDH@Z	non-exact
0x0059fe30	10831	93.36584	93.3658	93.3658	718.5458695999988	spells	?CastSpell@combatManager@@QAEXHHHHHJ@Z	non-exact
0x004fdbc0	881	93.40367	93.4037	93.4037	58.11366729999995	mapcell	?Load@NewfullMap@@QAEHPAVTAbstractFile@@HEH@Z	non-exact
0x005af590	1015	93.416145	93.4161	93.4161	66.82612825000005	swapmgr	?handle_artifact_click@swapManager@@QAEXJJE@Z	non-exact
0x004f3940	169	93.510635	93.5106	93.5106	10.967026850000003	kb	??1combatManager@@QAE@XZ	non-exact
0x00487020	611	93.52151	93.5215	93.5215	39.583573899999955	customcampaign	?PlaceStartingHero@ScenarioStruct@TCampaignBrief@@QAEXPAUHeroPlaceholderData@@@Z	non-exact
0x004f6570	667	93.61905	93.6191	93.6191	42.560936499999976	kb	?NormalDialog@@YIXPBDHHHHHHHHHHH@Z	non-exact
0x0054fb90	781	93.63251	93.6325	100.0	49.73009690000007	recruit	?add_creature_widgets@TRecruitWindow@@QAEXJJJW4TCreatureType@@J@Z	non-exact
0x0050df60	238	93.63636	93.6364	93.6364	15.145463200000009	multiplayerwindow	?OnKeyPress@CHotSeatEdit@@UAEHPAVmessage@@@Z	non-exact
0x00461ab0	1895	93.6672	93.6672	93.6672	120.00656000000009	castle	?WindowHandler@THallWindow@@UAEHPAVmessage@@@Z	non-exact
0x005d2da0	488	93.69512	93.6951	93.6951	30.767814400000006	townmgr	?DoUniversity@townManager@@QAEXXZ	non-exact
0x004fdf40	721	93.712326	93.7123	93.7123	45.33412953999999	mapcell	?Save@NewfullMap@@QAEHPAVTAbstractFile@@HE@Z	non-exact
0x004dcac0	2016	93.71283	93.7128	95.4461	126.74934720000017	hero	?get_luck_description@hero@@QBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ	non-exact
0x00483330	641	93.803825	93.8038	93.8038	39.717481749999955	customcampaignwindow	?UpdateList@TCustomCampaignWindow@@QAEXXZ	non-exact
0x00417830	747	93.80543	93.8054	93.8054	46.2734379	advmgr	?SetTownContext@advManager@@QAEXHEE@Z	non-exact
0x004ebb70	216	93.86667	93.8667	93.8667	13.247992800000008	initialize	?create_included_mask@@YIXPBHPA_J@Z	non-exact
0x005d0b40	543	93.87701	93.877	93.877	33.24783570000003	townmgr	??0type_monster_join_window@@QAE@PAVhero@@PAVarmyGroup@@E@Z	non-exact
0x005a4bc0	1689	93.901306	93.9013	93.9013	103.00694165999988	spells	?Armageddon@combatManager@@QAEXHH@Z	non-exact
0x00575a90	896	93.9279	93.9279	93.9279	54.40601600000002	singleselectionpopups	?CreateWin@CHeroDlg@@QAEEPAVBitmap816@@PBDPAVCSprite@@H11@Z	non-exact
0x004491c0	105	93.95349	93.9535	93.9535	6.348835499999994	army	??Yiterator@?$deque@HV?$allocator@H@std@@@std@@QAEAAV012@H@Z	non-exact
0x00468220	1167	93.97596	93.976	93.976	70.30054679999996	cmbtmgr	?ShootMissile@combatManager@@QAEXHHHHPBMPBVCSprite@@@Z	non-exact
0x00485b60	507	93.99505	93.9951	93.9951	30.445096499999988	customcampaign	?Read@TCampaignStartHeroOption@@UAEXPAVTAbstractFile@@@Z	non-exact
0x004521f0	2260	94.00537	98.7476	98.7476	135.47863800000002	bottomviewsubwindow	??0TBottomViewTown@@QAE@PAVheroWindow@@@Z	non-exact
0x0052ead0	2248	94.07766	94.0777	94.0777	133.1342032000001	quickherowindow	??0TQuickHeroWindow@@QAE@PAVhero@@W4TViewLevel@0@@Z	non-exact
0x00549cb0	3728	94.10172	95.7066	95.7066	219.8878784	rmg	?WriteMapHeader@type_random_map_generator@@QAEXPAVTAbstractFile@@@Z	non-exact
0x005503a0	1428	94.157364	96.5558	96.5558	83.43284208000001	recruit	?Update@recruitUnit@@QAEXEJ@Z	non-exact
0x00445490	571	94.16477	94.1648	94.1648	33.31916329999995	army	?get_berserk_targets@army@@QBEXAAV?$vector@PAVarmy@@V?$allocator@PAVarmy@@@std@@@std@@@Z	non-exact
0x0050cd90	1904	94.16746	94.1675	94.1675	111.05156159999994	mousemgr	?Update@mouseManager@@QAEXE@Z	non-exact
0x004d9cc0	512	94.174866	94.1749	94.1749	29.82468608000005	hero	?HeroFn_004D9CC0@hero@@QAEHH@Z	non-exact
0x005c9710	543	94.17583	94.1758	94.1758	31.625243099999974	townmgr	?SetRolloverText@TThievesGuildWindow@@QAEXH@Z	non-exact
0x00511660	1638	94.189186	94.1892	94.1892	95.18113331999996	multiplayerwindow	?OnSearch@TMultiPlayerWindow@@QAEEXZ	non-exact
0x0043f2c0	1595	94.2017	94.2017	94.2017	92.48288500000001	army	?animate_missile@army@@AAEXPAV1@@Z	non-exact
0x00575290	377	94.27711	94.2771	94.2771	21.57529530000001	singleselectionpopups	?Main@CHotspotWidget@@UAEHPAVmessage@@@Z	non-exact
0x00407b80	3056	94.39535	94.3953	94.3953	171.27810400000033	advmgr	?DoAdvCommand@advManager@@QAEPAVNewmapCell@@PAUtype_point@@@Z	non-exact
0x005b3140	1566	94.39567	94.3957	94.3957	87.76380780000002	systemoptionswindow	?WindowHandler@TSystemOptionsWindow@@UAEHPAVmessage@@@Z	non-exact
0x00477ee0	997	94.43355	94.4335	94.4335	55.49750650000001	command	?CheckGetAIMove@combatManager@@QAEXXZ	non-exact
0x0053b2f0	1656	94.449326	94.4493	94.4493	91.91916144	rmg	?FilterZonePositions@type_random_map_generator@@QAEXPAUTRmgZone@@AAV?$vector@UTRmgMapPosition@@V?$allocator@UTRmgMapPosition@@@std@@@std@@H@Z	non-exact
0x0043f900	2041	94.46939	95.7033	95.7033	112.87975009999982	army	?range_attack@army@@QAEXPAV1@@Z	non-exact
0x0056a850	638	94.50485	94.5049	94.5049	35.05905699999995	search	?enter_town@searchArray@@QAEXPBVhero@@JPBUpathCell@@JW4type_search_type@@@Z	non-exact
0x004d9350	626	94.51477	94.5148	94.5148	34.33753979999998	hero	?mark_spells@@YI?AV?$bitset@$0EG@@std@@H@Z	non-exact
0x00420f00	251	94.51765	94.5177	94.5177	13.760698499999979	ai	?SOD_choose_faerie_dragon_spell@combatManager@@AAE_NPBVarmy@@AAJAAUtype_AI_combat_parameters@@@Z	non-exact
0x004e2840	437	94.52027	94.5203	94.5203	23.946420100000022	hero	?HeroFn_004E2840@hero@@QAEEJJ@Z	non-exact
0x0041fd60	758	94.539925	94.5399	94.5399	41.387368500000065	ai	?mark_multiheaded_enemy@combatManager@@QAEXPBVarmy@@0PAJJPAVsearchArray@@PAUtype_AI_combat_parameters@@@Z	non-exact
0x0049a7c0	324	94.583336	94.5833	94.5833	17.54999135999998	event_record	?replay@type_record_move_hero@@UAEXE@Z	non-exact
0x00601a00	796	94.584	94.584	94.584	43.11135999999999	wingraph	?DDSetFullScreenStatus@@YIEH@Z	non-exact
0x005ea130	1180	94.61039	94.6104	94.6104	63.597398000000005	tradpost	?DoMarket@@YIXXZ	non-exact
0x004c94d0	205	94.72603	94.726	94.726	10.811638500000011	game	?GetRandomArtifactId@game@@QAE?AW4TArtifact@@H@Z	non-exact
0x0051ee50	3024	94.73216	94.7322	94.7322	159.29948160000004	overview	?ProcessIconSelect@game@@QAEHHE@Z	non-exact
0x005f0f60	541	94.75532	94.7553	94.7553	28.37371880000001	university_window	?purchase_click@type_university_window@@KIHAAVmessage@@@Z	non-exact
0x0044e250	93	94.75676	94.7568	94.7568	4.876213200000004	bitmap16	?reference@Bitmap16Bit@@QAEXHHHPAG@Z	non-exact
0x004264d0	749	94.79452	94.7945	94.7945	38.989045199999964	ai_combat	?do_general_melee@type_AI_combat_data@@QAEXAAV1@@Z	non-exact
0x004e39b0	681	94.79742	94.7974	94.7974	35.42956980000001	hero	?GetMorale@hero@@QAEHPBV1@EE@Z	non-exact
0x004a2940	2140	94.79894	94.7989	94.7989	111.30268400000004	events	?exchange_spells@@YIXPAVhero@@0@Z	non-exact
0x0056b440	2284	94.81516	94.8152	94.8152	118.42174559999978	search	?SeedPosition@searchArray@@QAEXPAVhero@@Utype_point@@1HEW4type_search_type@@HE@Z	non-exact
0x005226d0	157	94.854836	94.8548	94.8548	8.077907479999986	palette	??0TPalette16@@QAE@PBVTPalette24@@HHHHHH@Z	non-exact
0x00522770	159	94.93651	94.9365	94.9365	8.050949100000006	palette	??0TPalette16@@QAE@PBDPBVTPalette24@@HHHHHH@Z	non-exact
0x0044ff60	461	94.95049	94.9505	94.9505	23.278241100000006	border	?Main@border@@UAEHPAVmessage@@@Z	non-exact
0x004f15e0	4936	94.95207	94.9521	94.9521	249.16582479999948	kb	?DisplayVCWinLoss@@YI_NAAVVictoryConditionStruct@@AAH1_N@Z	non-exact
0x00467db0	1130	94.96491	94.9649	94.9649	56.896516999999974	cmbtmgr	?ShootAnimatedMissile@combatManager@@QAEXHHHHHPBMPBQBD@Z	non-exact
0x00500430	1144	95.0	95.0	95.0	57.20000000000005	mapcell	?loadBlackBox@NewfullMap@@QAEHPAVTAbstractFile@@PAVBlackBoxData@@H@Z	non-exact
0x00465ad0	1091	95.034386	95.0344	95.0344	54.17484874000008	cmbtmgr	?KeepAttack@combatManager@@QAEXH@Z	non-exact
0x00558ba0	673	95.045044	99.3919	99.3919	33.34685388	resourcedisplay	??0TResourceDisplay@@QAE@PAVheroWindow@@E@Z	non-exact
0x004b8af0	1395	95.05605	95.056	95.056	68.96810249999996	game	?calculate_production@game@@QAEXXZ	non-exact
0x00425510	898	95.08615	95.0862	95.0862	44.12637299999998	ai_combat	?get_enchantment_value@type_AI_combat_data@@QAEXAAUtype_spell_choice@@AAV1@@Z	non-exact
0x004f4ba0	95	95.11905	95.1191	95.1191	4.636902499999995	kb	?GetNextHumanPlayer@@YIHH@Z	non-exact
0x005019f0	1996	95.16	95.16	95.16	96.6064	mapcell	?readTownData@NewfullMap@@QAEHPAVTAbstractFile@@PAVCObject@@H@Z	non-exact
0x00434100	1168	95.16224	95.1622	95.1622	56.50503680000003	ai_player	?initialize_artifact_effects@@YIXXZ	non-exact
0x004e7eb0	1613	95.27273	95.2727	95.2727	76.25086510000008	hillfortwindow	?Recalculate@THillFortWindow@@QAEXE@Z	non-exact
0x00595420	531	95.27612	95.2761	95.2761	25.083802799999955	singleselectionwindow	?_Unguarded_partition@std@@YIPAUGameSelectionHeadersStruct@@PAU2@0U2@UTSortMapsBySize@@@Z	non-exact
0x0043bf20	281	95.27778	95.2778	95.2778	13.269438199999966	ai_tactical	?set_melee_enemies@type_AI_spellcaster@@QAEXXZ	non-exact
0x00481900	449	95.319145	95.3191	95.3191	21.01703894999998	cursor	?CheckAdjacentMon@advManager@@QAEXPAH@Z	non-exact
0x004ff6b0	1333	95.360535	95.3605	95.3605	61.84406844999997	mapcell	?readBlackBox@NewfullMap@@QAEHPAVTAbstractFile@@PAVBlackBoxData@@H@Z	non-exact
0x004ed650	1256	95.38012	95.3801	95.3801	58.02569279999998	kb	?EarlySetup@@YIHXZ	non-exact
0x005f82e0	2289	95.41656	96.4955	96.4955	104.91494159999986	viewwrld	?VWDrawAdvObj@advManager@@QAEXHHHHH@Z	non-exact
0x00458d40	663	95.44053	95.4405	95.4405	30.229286100000067	campaignbrief	?UpdateBonusIcons@TCampaignBrief@@QAEXXZ	non-exact
0x004fe220	619	95.471695	95.4717	95.4717	28.030207949999994	mapcell	?readMapLayer@NewfullMap@@QAEHPAVTAbstractFile@@HH@Z	non-exact
0x005757e0	550	95.50746	95.5075	95.5075	24.70897	singleselectionpopups	?CreateWin@CBonusDlg@@QAEEPBDPAVBitmap816@@00@Z	non-exact
0x0059f700	402	95.51128	95.5113	95.5113	18.044654400000006	spells	?update_spell_target@@YIHJ@Z	non-exact
0x005dda10	5215	95.51528	95.5153	95.5153	233.87814799999987	townmgr	?SetupThievesGuild@TThievesGuildWindow@@QAEXH@Z	non-exact
0x005c2ff0	799	95.54636	95.5464	95.5464	35.58458359999994	townmgr	?Draw@townObject@@QAEXHE@Z	non-exact
0x0043aa60	565	95.54857	95.5486	95.5486	25.150579500000003	ai_tactical	?consider_teleport@type_AI_spellcaster@@QAEXPAUtype_spell_choice@@@Z	non-exact
0x005d0910	552	95.66	95.66	95.66	23.956799999999998	townmgr	?WindowHandler@type_garrison_base_window@@UAEHPAVmessage@@@Z	non-exact
0x00463c60	1084	95.682655	95.7196	95.7196	46.800019800000065	cmbtmgr	?InitNonVisualVars@combatManager@@QAEXXZ	non-exact
0x005d05f0	795	95.68559	95.6856	95.6856	34.29955949999993	townmgr	?SetCommandAndText@type_garrison_base_window@@QAEXPAVmessage@@@Z	non-exact
0x0055b060	887	95.69202	95.692	95.692	38.2117826	resourcemanager	?LoadPalette@ResourceManager@@YIPAVTPalette16@@PBD@Z	non-exact
0x004ea810	756	95.70397	95.704	95.704	32.477986800000046	iconwdgt	?Main@iconWidget@@UAEHPAVmessage@@@Z	non-exact
0x00592f10	694	95.726776	95.7268	95.7268	29.656174559999982	singleselectionwindow	?_Unguarded_insert@std@@YIXPAUGameSelectionHeadersStruct@@U2@UTSortMapsBySize@@@Z	non-exact
0x00523a70	168	95.7377	100.0	100.0	7.160663999999994	path	?ValidPath@army@@QAEEHE@Z	non-exact
0x00579960	11619	95.744835	95.8142	95.8142	494.4076213500006	singleselectionwindow	??0TSingleSelectionWindow@@QAE@H@Z	non-exact
0x0041e570	1350	95.77193	95.7719	95.7719	57.07894500000008	ai	?AICheckRetreat@combatManager@@QAEEXZ	non-exact
0x004fd1e0	625	95.88325	95.8833	95.8833	25.729687499999944	mapcell	??1NewfullMap@@QAE@XZ	non-exact
0x00420d20	469	95.89262	95.8926	95.8926	19.263612200000022	ai	?choose_creature_spell@combatManager@@QAEEPBVarmy@@PAJPAUtype_AI_combat_parameters@@@Z	non-exact
0x0047c9e0	1724	95.9	95.9	95.9	70.68399999999987	cspriteframe	?DrawCreatureImpl@CSpriteFrame@@QBEXHHHHPAGHHHHHAAVTPalette16@@EGE@Z	non-exact
0x004137c0	9632	95.92342	95.9234	95.9234	392.6561856000007	advmgr	?QuickInfo@advManager@@QAEXHHH@Z	non-exact
0x0050b7b0	1623	95.93193	95.9319	95.9319	66.02477610000003	misc	?ReadPrefsFromRegistry@@YIXXZ	non-exact
0x0043d250	424	95.98113	95.9811	95.9811	17.04000880000003	army	??0army@@QAE@XZ	non-exact
0x00438490	811	96.06159	96.0616	96.0616	31.940505100000028	ai_tactical	?get_fortune_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z	non-exact
0x004854c0	110	96.07143	96.0714	96.0714	4.321426999999998	customcampaign	?GetIconDefName@TCampaignStartCrossoverOption@@UBEPBDPAXH@Z	non-exact
0x0040deb0	975	96.14667	96.1467	96.1467	37.56996749999999	advmgr	?ProcessWaitingHover@advManager@@QAEHHH@Z	non-exact
0x0040ec90	1453	96.15487	96.1549	96.1549	55.86973889999995	advmgr	?ProcessSearch@advManager@@QAEHHHH@Z	non-exact
0x005a6360	842	96.19134	96.1913	96.1913	32.068917200000065	spells	?ChainLightning@combatManager@@QAEXHHH@Z	non-exact
0x004fe6c0	596	96.263535	96.2635	96.2635	22.2693314	mapcell	?upgrade_cell_extra_info@@YIXPAVNewmapCell@@H@Z	non-exact
0x00468990	2568	96.29269	96.2963	96.2963	95.20372080000021	cmbtmgr	?PowEffect@combatManager@@QAEXHH@Z	non-exact
0x0053e050	1613	96.32091	96.3209	96.3209	59.34372170000012	rmg	?BuildZoneBoundaries@type_random_map_generator@@QAEXPAUTRmgTemplate@@H@Z	non-exact
0x005b1790	6268	96.33699	98.1326	98.1326	229.5974668	systemoptionswindow	??0TSystemOptionsWindow@@QAE@XZ	non-exact
0x0041f3b0	450	96.35333	96.3533	96.3533	16.410014999999984	ai	?get_attack_change@combatManager@@QAEJPBVarmy@@0PBUtype_AI_combat_parameters@@@Z	non-exact
0x0042edd0	1947	96.36508	96.3651	96.3651	70.77189239999994	ai_player	?find_all_destinations@@YIJPAVhero@@PAVsearchArray@@PAV?$vector@UHeroDestination@@V?$allocator@UHeroDestination@@@std@@@std@@JEEE@Z	non-exact
0x005a67c0	1196	96.37076	96.3708	96.3708	43.405710400000004	spells	?ShowMassSpell@combatManager@@QAEXPAY0BE@$$CBEHE@Z	non-exact
0x00532bd0	168	96.376625	96.3766	96.3766	6.087269999999992	rmg	?CanConnect@TRmgZone@@QBEEPBU1@@Z	non-exact
0x0046bc30	621	96.39904	96.399	96.399	22.361961599999983	combatcontrolsubwindow	??0TCombatControlSubWindow@@QAE@PAVheroWindow@@@Z	non-exact
0x005dce50	294	96.42857	96.4286	96.4286	10.500004200000026	townmgr	?Recruit@TCastleWindow@@QAEXH@Z	non-exact
0x0051e330	826	96.46091	100.0	100.0	29.232883400000002	overview	?SetupNewOverviewType@game@@QAEXHE@Z	non-exact
0x005d7ec0	1002	96.48	96.48	96.48	35.27040000000001	townmgr	?DoTavern@@YIEXZ	non-exact
0x00525120	224	96.51852	96.5185	96.5185	7.798515200000008	philai	?value_of_war_factory@@YIJPBVhero@@W4TArtifact@@J@Z	non-exact
0x004d9260	104	96.52778	96.5278	96.5278	3.6111087999999922	hero	?DestroySiegeWeaponArtifact@hero@@QAEXH@Z	non-exact
0x0056e0d0	361	96.529854	96.5299	96.5299	12.527227059999987	seerhut	?SetDefaultText@type_skill_quest@@UAEXXZ	non-exact
0x0044b100	457	96.5625	96.5625	96.5625	15.709375000000021	armygrp	?GetArmyMorale@armyGroup@@QBEHHPBVhero@@PBVtown@@HEE@Z	non-exact
0x00567290	8457	96.56544	96.5654	96.5654	290.4607392000007	scenarioinfo	??0CScenarioInfoDlg@@QAE@XZ	non-exact
0x00522470	350	96.57407	96.5741	96.5741	11.990754999999996	overview	?UpdateBackpack@@YIXH@Z	non-exact
0x00442a50	1040	96.5871	96.5871	96.5871	35.494159999999965	army	?get_unit_combat_value@army@@QBENJJEPBV1@@Z	non-exact
0x00553df0	228	96.6265	96.6265	96.6265	7.691580000000016	remote	?KillOldChat@CChatManager@@QAEXXZ	non-exact
0x00553840	283	96.63265	96.6326	96.6326	9.529600500000006	remote	?AddChat@@YAXPAVCChatManager@@PBDZZ	non-exact
0x00416f80	461	96.64286	96.6429	96.6429	15.476415400000013	advmgr	?garrison_quick_view@advManager@@QAEXHHH@Z	non-exact
0x00551460	254	96.67088	96.6709	96.6709	8.45596480000002	recruit	??0recruitUnit@@QAE@PAVhero@@W4TCreatureType@@PAF121212@Z	non-exact
0x004d97f0	416	96.72	96.72	96.72	13.644800000000021	hero	?UpdateArmies@hero@@QAEXXZ	non-exact
0x0043e140	2240	96.72671	96.8587	96.8587	73.32169600000014	army	?DrawToBuffer@army@@QAEXHHH@Z	non-exact
0x005d1ef0	1548	96.76796	100.0	100.0	50.031979200000045	townmgr	??0TShipWindow@@QAE@H@Z	non-exact
0x0055d070	92	96.77419	96.7742	96.7742	2.967745199999996	resourcemanager	?GetBitmapResourceSize@ResourceManager@@YIHPBD@Z	non-exact
0x004333a0	372	96.77778	96.7778	96.7778	11.986658399999992	ai_player	?get_value@type_undead_king_cloak_artifact@@UBEJPBVhero@@EE@Z	non-exact
0x0059baa0	833	96.8	96.8	96.8	26.656000000000024	spellbookwindow	?get_spell_description@TSpellbookWindow@@AAE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@HPBVhero@@E@Z	non-exact
0x004b5490	776	96.812294	98.7864	98.7864	24.73659856000001	font	?DrawBoundedString@font@@QAEXPBDPAVBitmap16Bit@@HHHHHIH@Z	non-exact
0x004f3ab0	884	96.846664	96.8467	96.8467	27.87549023999996	kb	?CongratsWait@@YIXHPADHHH@Z	non-exact
0x00439270	651	96.86017	96.8602	96.8602	20.440293299999993	ai_tactical	?get_muck_and_mire_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z	non-exact
0x00418620	1508	96.90312	96.9031	96.9031	46.700950400000025	advmgr	?GetSoundId@advManager@@QAE?AW4e_looping_sound_id@@HHH@Z	non-exact
0x00403c40	120	96.95122	100.0	100.0	3.6585359999999945	adventuremapwindow	?SetElevationToggleImage@TAdventureMapWindow@@QAEEH@Z	non-exact
0x0040b150	8860	96.95354	96.9535	96.9535	269.9163559999996	advmgr	?SetRolloverText@advManager@@QAEXPAVNewmapCell@@HH@Z	non-exact
0x00589fa0	729	97.06278	97.0628	97.0628	21.41233379999997	singleselectionwindow	?OnNewPlayerMsg@TSingleSelectionWindow@@QAEEPAVCNetMsg@@@Z	non-exact
0x00557af0	520	97.093025	97.093	97.093	15.116270000000004	remote	?CheckForWarning@CTurnDuration@@QAEXXZ	non-exact
0x0043aca0	686	97.09956	97.0996	97.0996	19.89701840000003	ai_tactical	?consider_resurrect@type_AI_spellcaster@@QAEXPAUtype_spell_choice@@@Z	non-exact
0x005013b0	988	97.122505	97.1225	97.1225	28.429650599999967	mapcell	?readMonsterData@NewfullMap@@QAEHPAVTAbstractFile@@PAVCObject@@@Z	non-exact
0x005fa600	5926	97.13575	97.1358	97.1358	169.7354550000001	viewwrld	??0TViewWorldWindow@@QAE@XZ	non-exact
0x0052c9b0	1371	97.1621	97.1621	97.1621	38.90760900000006	puzzlewindow	?AI_attempt_puzzle_guess@@YI?AUtype_point@@J@Z	non-exact
0x0045ea40	1682	97.27372	98.4726	98.4726	45.856029600000056	campaignwindow	??0TCampaignWindow@@QAE@EH@Z	non-exact
0x0042d420	612	97.27397	97.274	97.274	16.68330359999994	ai_player	?do_best_purchase@type_AI_creature_purchaser@@IAEJE@Z	non-exact
0x00494440	2005	97.3124	98.913	98.913	53.886380000000024	drawing	?DrawFrame@combatManager@@QAEXEEEHEE@Z	non-exact
0x005a5260	476	97.31579	97.3158	97.3158	12.77683959999999	spells	?ResetBoltAngle@combatManager@@QAEXPAUSBolt@@@Z	non-exact
0x0042d780	239	97.325584	97.3256	97.3256	6.391854239999978	ai_player	?get_purchase_value@type_AI_creature_purchaser@@QAEJPBVarmyGroup@@F0PBJE@Z	non-exact
0x0040d670	595	97.341774	97.3418	97.3418	15.816444699999982	advmgr	?AdvmgrFn_0040D670@@YIXPADPAVNewmapCell@@JPBDE@Z	non-exact
0x00444510	987	97.35962	97.3596	97.3596	26.060550599999978	army	?CancelIndividualSpell@army@@QAEXH@Z	non-exact
0x00466e00	803	97.37131	97.3713	97.3713	21.10838070000009	cmbtmgr	?MakeCreaturesVanish@combatManager@@QAEXXZ	non-exact
0x005ce370	496	97.39264	97.3926	97.3926	12.932505600000015	townmgr	?WindowHandler@TMageGuildWindow@@UAEHPAVmessage@@@Z	non-exact
0x00504470	1481	97.40116	97.4012	97.4012	38.48882039999987	mapcell	?readMapObjects@NewfullMap@@QAEHPAVTAbstractFile@@H@Z	non-exact
0x0042ae00	1816	97.42124	97.8283	97.8283	46.83028160000004	ai_player	?purchase_building@type_AI_player@@QAEEPAE@Z	non-exact
0x00428740	1678	97.43403	97.434	97.434	43.05697659999992	ai_player	?calculate_demand@type_AI_player@@QAEXXZ	non-exact
0x00502e00	2098	97.43691	97.4369	97.4369	53.773628200000026	mapcell	?readObject@NewfullMap@@QAEHPAVTAbstractFile@@PAVCObject@@H@Z	non-exact
0x004a5a80	1054	97.44511	97.4451	97.4451	26.928540599999984	events	?DoCustomSpellScroll@advManager@@QAEXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z	non-exact
0x00538b10	8769	97.46459	97.4676	97.4676	222.33010289999942	rmg	?InitializeObjectGenerators@type_random_map_generator@@QAEXXZ	non-exact
0x00475ed0	815	97.48035	97.4804	97.4804	20.53514749999996	command	?ResetRound@combatManager@@QAEXXZ	non-exact
0x0050f4e0	1112	97.49319	98.1199	98.1199	27.875727200000043	multiplayerwindow	?OnWidgetDeselect@TMultiPlayerWindow@@UAEHHPAE@Z	non-exact
0x004c9990	1082	97.50976	97.5098	97.5098	26.94439679999999	game	?ConvertObject@game@@QAEXPAVNewmapCell@@@Z	non-exact
0x00484910	629	97.539474	97.5395	97.5395	15.476708539999976	customcampaign	?GetText@TCampaignPrimarySkillBonus@@UBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ	non-exact
0x005865b0	5098	97.56457	97.5646	97.5646	124.15822139999969	singleselectionwindow	?OnWidgetDeselect@TSingleSelectionWindow@@QAEHPAVmessage@@PAEE@Z	non-exact
0x00536560	1522	97.580444	97.5804	97.5804	36.82564232000001	rmg	?ReadObjectPlacementRules@type_random_map_generator@@QAEXXZ	non-exact
0x004d8b30	1076	97.583084	97.5831	97.5831	26.006016160000023	hero	?HeroFn_004D8B30@hero@@QAEXPBVHeroExtra@@@Z	non-exact
0x005ece80	343	97.59615	97.5961	97.5961	8.245205500000026	tradpost	?ComputeTradeRatios@TSellCreatureWindow@@QAEXHHPAH00@Z	non-exact
0x00408c40	2973	97.609055	97.6091	97.6091	71.08279485	advmgr	?ProcessKeyPress@advManager@@QAEHPBVmessage@@PAEPAUtype_point@@PAPAVNewmapCell@@@Z	non-exact
0x00552920	534	97.61658	97.6166	97.6166	12.727462800000016	remote	?SysMsgDestroyPlayerOrGroup@CDPlayHeroes@@MAEEPAUDPMSG_DESTROYPLAYERORGROUP@@K@Z	non-exact
0x0055a800	1055	97.63253	97.6325	97.6325	24.976808499999933	resourcemanager	?GetBitmap816@ResourceManager@@YIPAVBitmap816@@PBD@Z	non-exact
0x00474a00	408	97.64336	97.6434	97.6434	9.615091199999995	command	?CheckSetMouseDirection@combatManager@@QAEEHHH@Z	non-exact
0x0056a400	815	97.65385	97.6539	97.6539	19.121122499999927	search	?enter_lith@searchArray@@QAEXPBVhero@@PBV?$vector@Utype_point@@V?$allocator@Utype_point@@@std@@@std@@JJPAUpathCell@@JW4type_search_type@@@Z	non-exact
0x0055b750	378	97.65385	97.6539	97.6539	8.868446999999968	resourcemanager	?LoadFontData@ResourceManager@@YIPAVfont@@PBDPAVTAbstractFile@@H@Z	non-exact
0x004740d0	1451	97.661095	97.6611	97.6611	33.93751155000003	command	?Main@combatManager@@UAEHAAVmessage@@@Z	non-exact
0x0044e3f0	201	97.709305	97.7093	97.7093	4.604296949999997	bitmap16	?Grab@Bitmap16Bit@@QAEXPBGHHHHH@Z	non-exact
0x00480380	604	97.72369	97.7237	97.7237	13.748912399999956	cursor	?animate_move@advManager@@QAEXPAVhero@@HHH@Z	non-exact
0x00464b40	507	97.73333	97.7333	97.7333	11.49201690000002	cmbtmgr	?CheckApplyBadMorale@combatManager@@QAEHHH@Z	non-exact
0x00528040	5704	97.73988	97.7399	97.7399	128.91724479999993	philai	?AI_value_of_event@@YIJPBVhero@@Utype_point@@AAJ@Z	non-exact
0x00451ab0	1674	97.767525	97.7675	97.7675	37.37163149999982	bottomviewsubwindow	??0TBottomViewHero@@QAE@PAVheroWindow@@@Z	non-exact
0x005dcbf0	602	97.768814	97.7688	97.7688	13.431739719999976	townmgr	?SetRolloverText@TCastleWindow@@QAEXPAVmessage@@@Z	non-exact
0x0042ba60	1095	97.77233	97.7723	97.7723	24.392986500000042	ai_player	?buy_creatures@type_AI_player@@QAEXPAVhero@@PAVtown@@@Z	non-exact
0x005be450	428	97.77444	100.0	100.0	9.525396800000017	town	?SwapHeroes@town@@QAEXXZ	non-exact
